mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,pitch_mean,pitch_std,energy_mean,energy_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,emotion
-490.80582,45.252666,-12.381117,6.009298,-4.4339027,-15.42899,-14.059383,-12.615281,-8.851184,2.2848155,-10.61457,-7.247861,-0.9388085,169.17493,67.438675,38.92106,28.997267,19.53302,21.252098,18.191076,14.797042,14.767438,10.165153,11.069814,9.759942,9.108142,715.27454,696.30145,0.014365039,0.015690207,0.24224759615384617,0.24640445320151674,3091.199456485522,2390.9056155981116,happy
-534.80536,48.100914,-9.840295,11.218719,-3.2047424,-8.887135,-12.537187,-8.981803,-4.378095,-1.2474589,-11.241922,-3.8505325,-0.7035645,170.23537,63.407585,31.916515,24.699873,20.523752,20.340044,18.617277,12.312998,11.385591,9.641989,13.347696,8.0429535,7.485422,1110.4764,1002.0412,0.00977717,0.011511711,0.33524263822115385,0.28900704192725113,3064.6057940658925,1519.3479306903746,happy
-606.13385,60.655315,-0.3633694,7.507528,-4.2336817,-10.55988,-14.658341,-7.7406363,-3.5991678,-4.576502,-10.184714,-4.0561724,-4.1865296,148.59073,65.489006,27.182941,24.473368,18.804012,18.619347,19.279762,9.725281,11.920749,8.770047,11.010675,9.013652,7.418038,754.19574,766.52527,0.0039572353,0.004494258,0.2532301682692308,0.2746720792075434,2612.6272581909443,1758.96295896509,calm
-609.65674,51.38003,4.715618,9.262626,-0.99517167,-12.013653,-14.247089,-9.128082,-5.719586,-4.681238,-7.0632215,-1.5353624,-6.222887,158.97581,76.87361,35.942417,29.985487,16.64975,21.366467,19.064974,13.93026,9.557944,11.022488,9.036086,6.7253923,8.749201,604.07104,741.39874,0.005210966,0.005950836,0.21139573317307692,0.24936048253147494,2737.527830610364,2266.423250510392,neutral
-630.46704,51.751316,8.998527,10.638022,0.19647686,-14.341449,-15.345678,-7.850689,-8.133409,-3.5575416,-12.136807,-2.7642539,-2.7481544,155.88824,70.50378,30.484503,23.518854,15.805976,19.133152,17.232145,11.272913,13.449818,10.152174,11.688771,8.244773,6.735834,531.70856,616.50635,0.0039823265,0.00432775,0.21012995793269232,0.25643889109878315,2961.066809589013,2118.418058779591,calm
-495.75806,46.96701,-18.109272,5.4575167,-5.4262257,-10.976619,-13.877284,-13.981346,-9.066247,0.7513766,-12.294425,-6.5977044,-2.4150434,171.58803,59.801464,35.377827,24.871538,21.645117,21.148233,19.603739,14.382037,14.8636465,10.49866,12.370025,8.084538,7.5568995,812.7338,881.0347,0.014638136,0.016061315,0.18639197716346154,0.21627968655586854,2657.2539760799295,1869.3596923338523,happy
-544.23236,51.47487,-6.1049023,9.090188,0.0266456,-11.848916,-15.158903,-10.623306,-7.771659,-2.4230502,-11.173194,-6.208685,-2.4198866,161.57776,67.670876,35.732986,27.783016,17.028524,20.185232,20.27318,15.42929,14.497891,9.39631,10.98736,9.365114,5.5873466,376.26956,230.86609,0.008624302,0.009704766,0.27024864783653846,0.22839148396220052,3064.040057826671,1808.4572540080535,happy
-623.5138,58.850643,4.5939646,4.545571,0.12553336,-14.274119,-19.24438,-7.1232686,-9.528055,-2.4490275,-10.828849,-3.6706393,-2.4793262,162.85371,75.3266,30.987373,27.016176,15.260867,17.764507,17.604275,11.578585,15.331063,9.554428,12.1901,8.063006,7.458332,508.3947,584.5098,0.003938521,0.003824948,0.19772010216346153,0.23380171232019384,2726.9625060332687,2240.4202592137267,calm
-611.307,61.286556,4.2985773,10.119768,0.10426108,-15.424175,-12.594574,-5.005435,-5.7233596,-4.228932,-10.428642,-2.8785148,-3.360324,152.31189,67.72423,30.247719,26.768887,18.034695,20.912197,18.283615,11.91086,10.603316,9.866191,10.923632,7.731563,7.0173583,515.3803,634.0468,0.0041731945,0.004321069,0.11799879807692308,0.17740353362990496,1980.876385741751,2025.776496621762,calm
-626.2953,68.601006,4.4472446,9.398248,-2.9002757,-10.9918585,-11.872448,-8.0691595,-8.332258,-2.8243678,-10.491333,-3.064671,-3.8845453,158.08823,71.75532,28.11238,25.976898,19.796164,20.40209,16.75904,13.04394,10.477254,10.697665,11.707464,6.258205,7.391696,778.32996,1036.5092,0.0036063045,0.0038999056,0.17146183894230768,0.23828858843352724,2151.9483488882797,2054.6847334761865,neutral
-540.8073,52.168907,-10.7554245,8.018074,-5.3242035,-11.415066,-11.8021555,-14.837945,-11.404703,0.06406625,-13.444278,-10.484568,3.825078,161.07431,59.376884,27.542356,21.9072,17.570734,20.326365,16.907137,14.755746,13.085314,11.379966,13.234757,9.487279,8.491794,1144.2272,1069.4099,0.010081416,0.012604934,0.19301382211538462,0.2002131705778871,2822.219749506945,1750.5143617476133,fearful
-437.98822,46.69162,-6.752597,6.2056465,-8.96363,-12.094618,-5.76938,-11.5382595,-15.536424,1.6671796,-10.562024,-6.586045,0.17410715,155.69211,61.29621,33.405552,30.880253,19.417969,26.892975,15.512273,14.925026,15.436138,11.14434,13.7317505,8.898746,7.191914,1097.0527,930.47473,0.020102028,0.024019426,0.2786395733173077,0.26598997777093103,3172.3641725286366,1755.4105809704522,angry
-397.7166,28.312653,-16.320686,3.9443252,-12.53743,-17.612495,-3.3518238,-15.475077,-14.823029,5.792469,-12.748037,-3.9226918,-1.691217,167.41664,63.782444,42.929993,25.286936,23.983946,26.724398,13.988076,17.261374,17.052021,11.751349,13.000954,9.22436,7.8259034,1052.2208,973.30334,0.03958656,0.045076285,0.23489332932692308,0.2294617918080954,3197.9123006813556,2180.6210659417734,angry
-371.96002,21.026133,-34.06792,-0.7205566,-11.713922,-21.501492,-15.459664,-21.046045,-16.135672,2.0843253,-19.44981,-8.2997875,7.725459,134.94865,52.21156,41.089703,29.908148,21.668934,24.228043,17.422483,14.323702,17.80537,13.470904,14.26486,11.965401,16.151442,1048.3411,874.5273,0.04290705,0.05284021,0.247998046875,0.16271001404327204,3585.3114620139536,1662.5644232381233,fearful
-661.0192,50.502007,2.1575909,9.602445,1.778435,-6.6298146,-14.362411,-10.088991,-5.187082,-0.8054751,-10.519663,-5.2858515,-1.3802316,185.61806,70.13763,30.166054,24.983877,13.050511,16.954662,20.392519,14.765567,10.306482,7.1946816,11.755458,7.020759,5.377817,384.50632,500.97928,0.0038351424,0.0045050425,0.2776066706730769,0.2958695913894871,2611.3674281045483,1975.1481245630273,sad
-560.2935,52.84408,3.1021469,8.021082,-3.6616488,-8.674378,-10.800819,-7.829729,-7.943275,-2.2966242,-8.041305,-3.1838543,-2.9546523,171.71712,82.50145,36.63797,25.214693,19.9919,19.494528,15.9887705,12.4608135,12.589528,8.436335,10.435102,9.147594,7.1312227,846.385,1130.6852,0.008334001,0.009554714,0.2611741286057692,0.29493228241191105,2888.0780665141515,2339.7256996373153,disgust
-528.36444,41.876682,-1.7755218,13.944793,-9.952297,-8.995296,-10.818339,-12.536907,-7.6252112,0.63247985,-9.021413,-6.951825,-0.25288674,174.1845,60.584076,35.98248,22.602135,26.566717,21.601274,17.175291,13.97925,9.841079,11.322166,11.3659315,8.745326,6.688959,1091.7153,1249.91,0.00723649,0.008420642,0.1620154747596154,0.18148613981626063,2476.448185082201,2006.8092675530054,disgust
-584.93317,64.89302,-15.300404,11.705908,-1.5340247,-13.895376,-22.394688,-19.267998,-8.282543,-1.639795,-13.554049,-4.203797,2.0425756,151.41261,66.06989,32.300407,22.609966,19.39775,18.441576,18.611454,17.838795,11.914441,10.055738,14.335152,7.9824114,11.14468,1066.3126,1107.2112,0.005170316,0.0058971993,0.20353064903846155,0.22715948676613115,2529.6818734468216,1808.942667768908,sad
-510.09454,51.114086,-12.0139475,2.440288,-13.271347,-14.847037,-12.76678,-8.841526,-9.22569,-6.4061394,-11.0245495,-6.4237766,-6.1551123,179.1697,65.19595,28.700466,25.207596,25.390778,25.46438,18.187475,13.547261,12.928906,10.613231,13.960108,9.726859,8.8057165,888.3171,1056.216,0.014434879,0.01716725,0.18387920673076924,0.21178477638792814,2765.674011369872,2145.7917401760583,surprised
-511.70102,39.10596,-7.9866624,2.6499364,-10.57577,-16.566341,-17.267677,-5.7942176,-9.75443,-8.367116,-9.311324,-7.076696,-8.140916,181.72046,72.01317,32.68908,21.303736,21.108042,24.005013,20.845787,10.515428,13.375176,14.975136,13.05172,11.073317,11.040813,578.0201,657.6142,0.017083092,0.020249091,0.18641075721153846,0.2162204285826061,2575.3613274472787,2155.0409627692857,surprised
-609.6869,50.355087,5.974995,11.068677,-0.6883524,-11.506019,-15.354348,-9.878486,-4.644929,-3.6337512,-10.430489,-3.8324506,-3.4659991,162.16406,75.52786,36.034443,25.860888,14.089923,17.672646,17.936073,13.038409,10.93079,9.572221,10.167969,7.6201954,7.571684,710.82495,904.93756,0.0048136148,0.0054077716,0.1885028545673077,0.24229712122610056,2638.0086624601804,2250.4994161697005,calm
-598.8264,59.726795,2.127901,8.631613,-0.69059825,-13.983523,-18.211737,-8.562717,-7.6516128,0.022500493,-10.143218,-2.924485,-3.7852464,177.4628,69.64945,38.258198,25.034288,17.336994,21.626863,21.363714,12.471786,12.003964,11.835554,10.548778,7.2938647,7.8676453,406.61603,210.72516,0.005622997,0.0061726915,0.24091045673076922,0.22664068585724728,2892.545538008118,1960.75239762941,neutral
-574.26874,61.07304,-4.1246853,7.4763727,0.5490151,-13.689525,-11.449873,-7.8974686,-5.8680606,-1.7484652,-12.124611,-4.9276824,-2.3240173,169.20955,64.03618,34.621094,25.714567,18.149143,20.75772,15.871902,10.592287,10.283509,9.613559,12.070069,9.767124,6.6890764,858.6216,1071.2853,0.0068124086,0.0067459964,0.21100135216346153,0.2201109450739895,3300.711354622992,2076.205507295228,calm
-555.70123,49.67595,-15.464187,9.084392,-4.096105,-11.130547,-12.464466,-11.865745,-7.34944,-0.11207871,-12.413888,-4.382312,-0.6715623,179.55182,61.691307,36.87906,25.367815,18.46277,22.43788,17.513264,15.104988,12.775605,9.106028,14.110053,8.443646,7.427584,857.1092,1095.2765,0.008501991,0.009884739,0.17005709134615385,0.21560350236830417,2371.221777060365,2114.4317417461166,happy
-479.09012,37.25201,-11.994513,7.1969514,-7.541663,-18.067694,-18.446692,-13.754476,-10.37955,-2.2104297,-15.5996065,-7.2241087,-5.25958,170.90707,60.96107,40.74918,25.29957,21.631638,21.868889,19.964518,15.310155,15.269067,12.140316,14.026689,9.456635,8.0248375,556.0139,483.62207,0.017436653,0.017991962,0.2401141826923077,0.22277018659445794,3218.0854001858906,2051.0862413806562,happy
-502.76086,41.382633,0.23028822,8.795816,-4.8812923,-17.995743,-14.084042,-9.387996,-11.213422,-2.0245616,-12.878609,-5.457231,-3.0406432,151.87834,84.31407,33.374043,30.00515,17.391289,21.857733,16.892723,13.845281,13.216769,9.02692,10.679489,11.3036785,6.1640267,759.23883,931.3638,0.013547428,0.012399559,0.26232722355769234,0.28990949588004894,3256.289100087973,2694.4840796564918,disgust
-573.53906,60.675167,-2.4185996,8.406514,-3.1742842,-18.592636,-23.298094,-16.881172,-13.096759,-2.556398,-14.991308,-8.392064,-0.32849655,158.23494,69.55869,42.95195,25.847351,17.365294,20.682453,20.991844,16.745464,15.3152485,11.296988,11.166378,10.04083,9.502623,394.47034,269.29895,0.006925847,0.007174819,0.2799842247596154,0.2538799254809628,2820.32643067987,1897.261121240832,sad
-642.8032,52.84772,0.21476394,13.88109,-4.3999314,-5.7674603,-13.558278,-10.292637,-2.6769707,-4.895995,-9.512447,-3.9407911,-0.66238976,175.80467,66.30744,26.630175,24.402586,19.4814,16.22191,16.603775,12.171693,7.836268,9.4738865,10.52312,5.907872,6.4070725,809.0674,1077.7606,0.0038030364,0.0046451227,0.2528470552884615,0.24078273834209946,2966.081015588362,2031.336050610049,sad
-572.36456,58.667233,-2.0066898,5.9903083,-10.341016,-3.6545985,-11.35495,-13.838178,-7.186418,-0.9678373,-9.694551,-6.295342,-1.4085982,186.03944,71.37753,26.706747,24.4286,21.777746,20.033237,19.084429,14.716999,11.385165,11.558674,11.914383,9.270305,7.8874755,987.3723,1152.7485,0.00627854,0.0067706346,0.16203425480769232,0.20478538964850565,2350.531390334635,2289.06147450611,disgust
-386.66653,34.71986,-22.931238,2.7686021,-13.2759,-15.947386,-5.7558284,-17.218975,-15.157056,4.3881564,-11.064594,-6.033887,-2.0596125,172.4445,50.878193,39.311058,26.231379,21.29799,27.464632,16.458065,16.645916,16.851425,10.40512,13.475016,11.235795,10.215117,1119.3738,1085.4502,0.045902018,0.06947663,0.1862079326923077,0.16474429545916935,2643.6266955999286,1666.5829718919776,angry
-369.8277,30.900404,-31.292067,1.0163715,-14.519807,-17.41731,-17.167618,-17.799438,-13.653756,-2.2760453,-17.8616,-10.469688,6.2823186,154.56522,47.777355,31.637074,23.568634,20.005863,21.403294,17.963198,14.45664,15.973007,13.857484,15.070507,10.501704,13.790316,1245.8616,1078.4562,0.038241364,0.044456307,0.1751014122596154,0.1361376744268951,2702.800664364541,1637.9664420044717,fearful
-555.43494,44.654163,-1.5665417,10.6470995,-1.5669308,-9.948708,-15.677455,-11.946254,-5.1619606,-0.3718332,-11.255321,-4.298888,1.3718748,151.13127,70.12616,28.241295,22.925863,17.168156,16.312464,18.0427,13.609228,13.68907,12.535773,9.640046,7.92377,9.643985,664.8017,751.11676,0.008041246,0.009332139,0.3205078125,0.2771031724318747,3134.6274739370397,1753.1197915294458,fearful
-439.80865,44.11405,-6.579068,10.149957,-8.306902,-11.600113,-11.157014,-16.144316,-14.534546,0.08263462,-11.335607,-8.14546,-0.9000347,188.00441,69.437164,37.201824,28.50266,26.47002,22.388676,15.7727,15.214093,15.938558,12.749491,10.485356,9.509105,7.661894,664.36633,693.4821,0.023664486,0.024438469,0.21407001201923076,0.21776759947634386,2909.3312737256206,2115.1143717786963,angry
-542.89545,47.016525,-7.531481,2.432044,-11.939,-14.322249,-15.384841,-7.0970263,-8.029299,-7.401376,-6.8129053,-6.2459407,-8.606108,167.98016,70.00528,26.942074,22.45513,21.8884,24.257748,18.657097,12.088285,11.222415,11.477917,12.300042,9.228594,10.095211,745.64734,966.06616,0.010361758,0.013013753,0.28256084735576925,0.2561600520784851,3293.8074096517817,2052.409295622849,surprised
-506.92932,43.69001,-11.086577,-0.33466375,-7.9930477,-17.946915,-17.653013,-11.234678,-9.833598,-7.1433635,-12.898591,-4.960505,-7.489535,181.70891,72.02572,35.039257,25.887245,20.183533,23.168312,20.904581,13.514226,13.800641,13.236585,13.974255,9.068469,10.691623,583.08453,698.7522,0.01633087,0.018328886,0.17647611177884615,0.20247516281768455,2715.0057207128784,2225.7070436359477,surprised
-613.2862,56.545982,-5.9222984,7.0842314,-3.4570985,-9.149716,-18.025717,-12.312842,-8.860361,0.13344562,-11.801713,-6.742874,1.0075973,175.08263,71.121185,29.65732,20.212328,20.661554,17.815834,19.197628,14.052256,11.411893,10.322188,12.722316,8.719261,8.263714,1015.3447,1158.489,0.0044223997,0.004783966,0.15576171875,0.1781796370301061,2442.1526518010796,2162.33913959899,sad
-549.94073,46.791813,1.0490943,13.471818,-7.659231,-11.02272,-14.744444,-14.913365,-7.3611813,0.22945298,-12.268718,-7.647439,-1.5277405,168.2489,59.717274,30.065723,28.387281,21.331036,20.681086,17.613703,14.288562,8.47948,14.667327,13.02451,9.609259,8.24054,828.80066,1045.1782,0.0058638947,0.0063810316,0.2838303786057692,0.2318099701739025,3200.584531897043,1684.0846033274577,disgust
-601.3565,50.30485,-0.030295504,10.427492,-6.1472425,-12.877109,-15.083631,-7.2060933,-7.3439417,-7.158694,-6.903383,-5.246976,-5.102837,172.81862,77.1072,27.512592,28.755455,15.7204895,21.146826,19.075994,10.498042,9.158746,9.906802,10.856569,8.185751,7.8221707,681.2853,949.7669,0.0058247317,0.0066833934,0.16389347956730768,0.19937750437891325,2674.66302463351,2260.1936085818543,disgust
-662.3802,51.037045,4.3715763,11.668488,0.28250286,-8.137222,-17.423227,-9.072881,-6.684241,-2.803479,-11.429062,-5.0964384,-3.121183,162.1543,74.91813,27.619963,24.367346,12.4161625,16.086916,20.690853,12.925618,11.32569,10.393185,11.8652935,7.206449,7.3279214,544.6388,910.61505,0.0035593894,0.003836722,0.14516225961538462,0.19486656053234025,2135.0806673067227,2096.4868613056697,sad
-368.38815,27.309261,-30.232101,-2.021859,-10.053884,-19.888367,-15.961217,-19.551668,-12.495627,2.4032,-16.30132,-6.70976,8.569355,169.67587,51.68134,37.331333,25.776972,20.719267,23.998083,18.436558,14.84363,16.383991,14.197205,12.817966,11.286874,15.777018,1163.5128,972.0453,0.04671526,0.058289744,0.2488469050480769,0.18380809705732887,3331.952281385856,1739.9204819011188,fearful
-388.12338,27.64529,-18.96775,2.6953297,-10.765686,-16.96571,-1.6452266,-19.30569,-15.453384,5.1527414,-13.482497,-6.179981,-5.6309514,193.1886,56.559048,45.59151,28.573238,23.446188,26.56086,15.313588,19.18346,17.061718,13.147818,12.701005,9.867786,9.653981,964.73724,910.887,0.049905825,0.059396937,0.2003455528846154,0.18911039708379962,2942.3516052500663,2073.2008737137726,angry
-461.83923,49.173244,-6.723848,9.337123,-9.81136,-10.949885,-8.58122,-13.283802,-10.257187,1.7955974,-9.562171,-3.4515202,-1.396829,175.69661,63.53427,28.843248,32.292015,20.970724,25.481703,16.800108,15.947443,12.52845,13.164526,13.655596,9.370194,7.255281,716.9056,780.6406,0.016462436,0.017228507,0.12066932091346154,0.14776477901943216,2052.169020154788,1834.5878846309574,angry
-581.4556,47.014782,-3.157795,10.527541,-2.8833697,-4.273229,-10.502133,-13.388592,-7.183133,0.53900087,-10.110012,-8.408357,2.917064,173.28958,63.28337,25.019299,21.929918,17.315031,15.483054,14.906609,14.7387705,10.966741,10.270059,10.15571,9.304679,7.9266963,886.56604,1056.1741,0.0069265156,0.008777653,0.13816856971153846,0.17386303274405182,2009.1868815863313,1825.5970146744262,fearful
-554.9965,46.469246,-7.9860306,4.107265,-7.954544,-11.979525,-15.121733,-13.625559,-6.0832405,-4.257528,-12.03403,-2.714363,-6.45124,196.73877,74.28861,33.31019,23.680704,21.779545,22.589401,21.506058,16.776827,13.229369,13.071704,13.04428,9.3245535,9.691813,766.2279,969.60754,0.011332852,0.013202661,0.22558969350961539,0.22630699986462255,3369.9180634365175,2361.685669863485,surprised
-534.5144,51.600567,-14.989317,3.4053273,-9.068125,-10.816748,-16.44435,-14.029322,-3.1883636,-4.3232665,-11.515061,-4.9568214,-5.6522593,161.4386,65.858955,30.712973,27.214138,25.60167,19.878036,21.880991,16.599113,9.279847,11.689985,12.816181,7.1424627,9.317536,593.42554,712.23096,0.010398239,0.0128769465,0.15841346153846153,0.19074100787301085,2116.926114606198,1714.9216356303004,surprised
-631.80145,65.76355,1.8238151,10.474466,-2.7440152,-12.398356,-12.199656,-7.8947887,-6.678341,-2.4707365,-9.495031,-3.4178247,-3.3973856,173.45355,69.92169,32.429565,24.180647,19.341915,20.666286,18.516214,12.679346,10.862562,12.298884,10.736999,6.787746,7.5583124,879.7991,1113.8904,0.0038229334,0.004294371,0.19842998798076922,0.26297353145256375,2375.9245070526813,2181.2742457999834,neutral
-669.808,63.381054,1.1864336,8.168845,-1.7499093,-8.73126,-14.389296,-5.8214083,-3.3320236,-3.1524975,-10.124303,-3.947548,-3.629424,182.51402,67.353516,27.477259,25.505583,17.61456,17.118553,19.15932,10.187314,10.624707,8.201854,11.622738,7.65584,6.4589415,616.07245,946.607,0.0028209412,0.0030289912,0.1324744591346154,0.18296122970872064,1953.9867893942833,1927.5905392629872,calm
-632.056,55.2163,5.1276584,6.306468,-3.5234108,-14.641227,-17.322538,-7.6003175,-8.65025,-1.1415998,-12.454731,-5.506058,-1.4691799,160.05003,71.970634,29.033642,25.173664,17.787603,18.907547,19.841385,11.806227,15.239088,11.036886,11.8951235,8.885755,5.6674523,488.9085,440.03812,0.0037462544,0.0039153825,0.12477088341346154,0.1806238401786595,2075.1384350738335,2149.8075224998515,calm
-549.14404,45.415867,-9.876874,7.526495,-1.6981055,-11.69855,-14.725924,-12.969156,-9.974226,1.0659537,-10.1348295,-7.007091,-2.8740666,169.46095,72.79348,36.598495,27.515884,15.74876,20.34158,19.567034,15.591447,14.623023,9.72752,10.578121,9.191445,5.1241927,769.77966,1028.6405,0.009010186,0.010201335,0.18701171875,0.24132878962674933,2470.9559439596846,2375.2804443688647,happy
-426.0197,37.223724,-19.446215,7.9094973,-5.0812583,-14.814535,-10.441369,-8.767036,-7.9093976,1.4388925,-11.267183,-4.957,-0.07587304,153.43213,53.670666,32.298515,22.780184,18.462328,23.10241,15.911155,13.60543,15.181838,11.395169,13.252643,8.920762,8.358563,872.2795,896.1594,0.0236409,0.031293243,0.29269080528846153,0.2385587863130026,3258.382943144542,1505.7174050798715,happy
-691.68884,67.479836,27.760193,24.286062,14.50556,7.554867,5.3201737,1.3462565,-1.4118149,3.029281,5.8707137,0.2596668,-0.91386545,190.03387,60.787655,16.548843,20.525381,16.367632,14.988853,14.652714,13.434648,14.2575445,10.731991,9.961522,9.404933,10.407171,497.62155,890.5791,0.0023945514,0.0028091844,0.16546349158653847,0.14729937028065415,2551.382569672928,1466.032198919993,neutral
-690.736,69.05598,26.00575,22.946514,10.291012,10.050952,3.1965322,-2.5024421,-1.0326625,2.4539113,5.5728135,0.43265745,-1.7885475,187.20764,63.045326,18.475346,20.784578,18.197702,14.521709,13.106009,13.051321,12.746036,9.424413,9.912208,7.689182,8.146849,440.83554,730.00336,0.0021525132,0.002634491,0.18623422475961537,0.15178218709513902,2728.8328033903695,1431.0697291292954,calm
-684.74536,74.67638,23.369877,22.389994,18.412113,7.7937756,3.3790827,3.8740625,-1.9924281,2.9440327,7.291304,2.4041998,-3.0661182,161.08385,59.331345,23.073185,23.740553,21.448584,16.201513,12.273788,12.763061,10.9143505,8.713207,9.4418745,9.061071,10.492681,458.97433,697.1888,0.0013073501,0.0012172757,0.16851337139423078,0.1619054677903428,2663.0143414020063,1630.8851382053945,calm
-655.9863,64.55511,16.70989,12.159682,10.860789,6.8625007,0.7080326,0.56605566,-3.0259182,-0.0063903807,4.407738,-0.11143153,-0.7062606,195.01544,61.689255,16.557495,18.971863,15.507679,13.109733,14.051502,12.581486,14.633994,11.083798,10.375836,9.821788,9.61323,336.36093,463.84103,0.003792568,0.004854466,0.17006460336538462,0.12971148259297163,2592.5805853852803,1235.4906001535849,happy
